Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
,,,,,,,,2007,58564,2812
,,,,,,,,2008,60443,2905
,,,,,,,,2009,61954,2985
,,,,,,,,2010,60560,2912
,,,,,,,,2011,60237,2903
,,,,,,,,2012,61181,2949
,,,,,,,,2013,58132,2798
,,,,,,,,2014,54197,2598
,,,,,,,,2015,49674,2368
,,,,,,,,2016,45303,2144
,,,,,,,,2017,41817,1964
,,,,,,,,2018,39484,1843
,,,,,,,,2019,38626,1799
,,,,,,,,2020,38136,1775
,,,,,,,,2021,38074,1770
,,,,,,,,2022,39092,1818
,,,,,,,,2023,39965,1867
,,,,,,,,2024,41670,1966
,,,,,,,,2025,44466,2109
,,,,,,,,2026,47655,2270
,,,,,,,,2027,50683,2423
,,,,,,,,2028,53773,2574
,,,,,,,,2029,56988,2740
,,,,,,,,2030,59196,2849
,,,,,,,,2031,61017,2941
,,,,,,,,2032,62755,3030
,,,,,,,,2033,64138,3105
,,,,,,,,2034,62737,3033
,,,,,,,,2035,62611,3034
,,,,,,,,2036,64053,3101
,,,,,,,,2037,60895,2943
,,,,,,,,2038,55647,2680
,,,,,,,,2039,49701,2380
,,,,,,,,2040,44801,2129
,,,,,,,,2041,40195,1873
,,,,,,,,2042,38518,1785
,,,,,,,,2043,37883,1749
,,,,,,,,2044,38421,1774
,,,,,,,,2045,40855,1886
,,,,,,,,2046,46133,2136
,,,,,,,,2047,48907,2288
,,,,,,,,2048,49594,2344
,,,,,,,,2049,51273,2418
,,,,,,,,2050,53022,2487
,,,,,,,,2051,55338,2599
,,,,,,,,2052,57724,2722
,,,,,,,,2053,60293,2848
,,,,,,,,2054,61789,2925
,,,,,,,,2055,63758,3028
,,,,,,,,2056,66957,3197
,,,,,,,,2057,69213,3326
,,,,,,,,2058,69497,3353
,,,,,,,,2059,65378,3144
,,,,,,,,2060,62494,2974
,,,,,,,,2061,58442,2770
,,,,,,,,2062,53002,2499
,,,,,,,,2063,47298,2221
,,,,,,,,2064,43372,2028
,,,,,,,,2065,41042,1909
,,,,,,,,2066,39665,1838
,,,,,,,,2067,38967,1799
,,,,,,,,2068,39383,1818
,,,,,,,,2069,41531,1917
,,,,,,,,2070,46761,2165
,,,,,,,,2071,49556,2319
,,,,,,,,2072,50029,2364
,,,,,,,,2073,51378,2423
,,,,,,,,2074,52788,2476
,,,,,,,,2075,54478,2558
,,,,,,,,2076,56032,2643
,,,,,,,,2077,58197,2751
,,,,,,,,2078,59601,2823
,,,,,,,,2079,61229,2910
,,,,,,,,2080,63949,3057
,,,,,,,,2081,65798,3166
,,,,,,,,2082,66394,3208
,,,,,,,,2083,63336,3050
,,,,,,,,2084,61427,2929
,,,,,,,,2085,57905,2750
,,,,,,,,2086,52849,2496
,,,,,,,,2087,47335,2226
,,,,,,,,2088,43701,2046
,,,,,,,,2089,41594,1936
,,,,,,,,2090,40200,1863
,,,,,,,,2091,39499,1824
,,,,,,,,2092,39908,1843
,,,,,,,,2093,42214,1949
,,,,,,,,2094,47491,2200
,,,,,,,,2095,50381,2358
,,,,,,,,2096,50866,2404
,,,,,,,,2097,52132,2459
,,,,,,,,2098,53201,2497
,,,,,,,,2099,54644,2569
,,,,,,,,2100,56261,2656
,,,,,,,,2101,58179,2754
,,,,,,,,2102,58911,2796
,,,,,,,,2103,60081,2862
,,,,,,,,2104,62259,2982
,,,,,,,,2105,63897,3080
,,,,,,,,2106,64435,3118
,,,,,,,,2107,61881,2985
,,,,,,,,2108,59778,2857
,,,,,,,,2109,56857,2705
,,,,,,,,2110,52317,2476
,,,,,,,,2111,47140,2220
,,,,,,,,2112,43623,2045
,,,,,,,,2113,41593,1937
,,,,,,,,2114,40273,1868
,,,,,,,,2115,39582,1828
,,,,,,,,2116,40016,1848
,,,,,,,,2117,42269,1952
,,,,,,,,2118,47600,2205
,,,,,,,,2119,50653,2370
,,,,,,,,2120,51229,2421
,,,,,,,,2121,52569,2481
,,,,,,,,2122,53802,2527
,,,,,,,,2123,54988,2588
,,,,,,,,2124,56264,2661
,,,,,,,,2125,57944,2747
,,,,,,,,2126,58732,2792
,,,,,,,,2127,60005,2863
,,,,,,,,2128,62334,2990
,,,,,,,,2129,64196,3097
,,,,,,,,2130,64657,3132
,,,,,,,,2131,61971,2993
,,,,,,,,2132,59997,2871
,,,,,,,,2133,56729,2703
,,,,,,,,2134,52327,2481
,,,,,,,,2135,47256,2229
,,,,,,,,2136,43772,2056
,,,,,,,,2137,41614,1943
,,,,,,,,2138,40545,1884
,,,,,,,,2139,39865,1844
,,,,,,,,2140,40237,1861
,,,,,,,,2141,42364,1958
,,,,,,,,2142,47563,2206
,,,,,,,,2143,50668,2372
,,,,,,,,2144,51407,2433
,,,,,,,,2145,52747,2493
,,,,,,,,2146,54138,2550
,,,,,,,,2147,55961,2643
,,,,,,,,2148,58299,2765
,,,,,,,,2149,60751,2889
,,,,,,,,2150,62384,2972
,,,,,,,,2151,64252,3071
,,,,,,,,2152,67047,3222
,,,,,,,,2153,68957,3332
,,,,,,,,2154,68792,3337
,,,,,,,,2155,64626,3125
,,,,,,,,2156,61445,2945
,,,,,,,,2157,57979,2768
,,,,,,,,2158,54112,2570
,,,,,,,,2159,49420,2336
,,,,,,,,2160,45677,2150
,,,,,,,,2161,44162,2086
,,,,,,,,2162,41834,1965
,,,,,,,,2163,40889,1915
,,,,,,,,2164,40427,1891
,,,,,,,,2165,40758,1903
,,,,,,,,2166,42271,1975
,,,,,,,,2167,43752,2055
,,,,,,,,2168,45425,2157
,,,,,,,,2169,48338,2309
,,,,,,,,2170,51884,2492
,,,,,,,,2171,55076,2660
,,,,,,,,2172,58530,2831
,,,,,,,,2173,62159,3018
,,,,,,,,2174,64874,3152
,,,,,,,,2175,67113,3265
,,,,,,,,2176,68767,3350
,,,,,,,,2177,69623,3401
,,,,,,,,2178,67211,3281
,,,,,,,,2179,65998,3224
,,,,,,,,2180,66141,3227
,,,,,,,,2181,62726,3054
,,,,,,,,2182,58329,2829
,,,,,,,,2183,53769,2592
,,,,,,,,2184,49229,2356
,,,,,,,,2185,45541,2156
,,,,,,,,2186,42889,2016
,,,,,,,,2187,41700,1955
,,,,,,,,2188,41047,1923
,,,,,,,,2189,40867,1909
,,,,,,,,2190,41687,1948
,,,,,,,,2191,42371,1990
,,,,,,,,2192,44103,2097
,,,,,,,,2193,47482,2270
,,,,,,,,2194,51511,2472
,,,,,,,,2195,55269,2666
,,,,,,,,2196,59232,2861
,,,,,,,,2197,63272,3067
,,,,,,,,2198,65862,3198
,,,,,,,,2199,67957,3303
,,,,,,,,2200,69660,3391
,,,,,,,,2201,70614,3446
,,,,,,,,2202,68605,3349
,,,,,,,,2203,67854,3317
,,,,,,,,2204,68826,3355
,,,,,,,,2205,65675,3190
,,,,,,,,2206,60318,2923
,,,,,,,,2207,54315,2618
,,,,,,,,2208,49279,2357
,,,,,,,,2209,44578,2088
,,,,,,,,2210,42731,1989
,,,,,,,,2211,41767,1936
,,,,,,,,2212,42322,1961
,,,,,,,,2213,44672,2067
,,,,,,,,2214,49656,2304
,,,,,,,,2215,52095,2441
,,,,,,,,2216,52536,2488
,,,,,,,,2217,54028,2556
,,,,,,,,2218,55488,2618
,,,,,,,,2219,57314,2715
,,,,,,,,2220,59542,2830
,,,,,,,,2221,62014,2953
,,,,,,,,2222,63753,3043
,,,,,,,,2223,65590,3140
,,,,,,,,2224,68587,3298
,,,,,,,,2225,70539,3412
,,,,,,,,2226,70631,3433
,,,,,,,,2227,67090,3247
,,,,,,,,2228,64319,3086
,,,,,,,,2229,60850,2906
,,,,,,,,2230,55647,2645
,,,,,,,,2231,50097,2370
,,,,,,,,2232,46182,2174
,,,,,,,,2233,44069,2062
,,,,,,,,2234,42731,1990
,,,,,,,,2235,42090,1954
,,,,,,,,2236,42613,1977
,,,,,,,,2237,45287,2101
,,,,,,,,2238,50748,2359
,,,,,,,,2239,53506,2514
,,,,,,,,2240,54236,2571
,,,,,,,,2241,55832,2645
,,,,,,,,2242,56957,2691
,,,,,,,,2243,58488,2774
,,,,,,,,2244,60449,2874
,,,,,,,,2245,62089,2958
,,,,,,,,2246,62871,3003
,,,,,,,,2247,64042,3067
,,,,,,,,2248,66147,3183
,,,,,,,,2249,67736,3278
,,,,,,,,2250,67968,3305
,,,,,,,,2251,64706,3132
,,,,,,,,2252,61780,2962
,,,,,,,,2253,58134,2777
,,,,,,,,2254,53240,2529
,,,,,,,,2255,47788,2261
,,,,,,,,2256,44189,2082
,,,,,,,,2257,42067,1966
,,,,,,,,2258,40864,1903
,,,,,,,,2259,40229,1870
,,,,,,,,2260,40695,1892
,,,,,,,,2261,43123,2006
,,,,,,,,2262,48484,2260
,,,,,,,,2263,51257,2416
,,,,,,,,2264,51452,2442
,,,,,,,,2265,52327,2477
,,,,,,,,2266,53061,2502
,,,,,,,,2267,54275,2568
,,,,,,,,2268,55780,2644
,,,,,,,,2269,57799,2743
,,,,,,,,2270,59555,2831
,,,,,,,,2271,61948,2950
,,,,,,,,2272,65466,3131
,,,,,,,,2273,68067,3274
,,,,,,,,2274,68703,3321
,,,,,,,,2275,64859,3121
,,,,,,,,2276,62054,2958
,,,,,,,,2277,58498,2778
,,,,,,,,2278,53392,2523
,,,,,,,,2279,47689,2244
,,,,,,,,2280,43939,2060
,,,,,,,,2281,41485,1938
,,,,,,,,2282,40102,1867
,,,,,,,,2283,39387,1829
,,,,,,,,2284,39873,1852
,,,,,,,,2285,42238,1962
,,,,,,,,2286,47552,2212
,,,,,,,,2287,49957,2350
,,,,,,,,2288,50876,2411
,,,,,,,,2289,52279,2473
,,,,,,,,2290,53770,2534
,,,,,,,,2291,55751,2636
,,,,,,,,2292,58238,2759
,,,,,,,,2293,61169,2902
,,,,,,,,2294,63422,3014
,,,,,,,,2295,65858,3137
,,,,,,,,2296,69075,3306
,,,,,,,,2297,71473,3441
,,,,,,,,2298,71258,3449
,,,,,,,,2299,66393,3200
,,,,,,,,2300,62758,2997
,,,,,,,,2301,58937,2804
,,,,,,,,2302,54390,2573
,,,,,,,,2303,49072,2312
,,,,,,,,2304,44898,2107
,,,,,,,,2305,42292,1973
,,,,,,,,2306,40694,1891
,,,,,,,,2307,39632,1837
,,,,,,,,2308,39509,1832
,,,,,,,,2309,40605,1883
,,,,,,,,2310,43312,2014
,,,,,,,,2311,45094,2119
,,,,,,,,2312,47570,2251
,,,,,,,,2313,50114,2366
,,,,,,,,2314,52204,2455
,,,,,,,,2315,54253,2558
,,,,,,,,2316,56504,2672
,,,,,,,,2317,58896,2789
,,,,,,,,2318,60865,2887
,,,,,,,,2319,63176,3002
,,,,,,,,2320,66134,3157
,,,,,,,,2321,68290,3280
,,,,,,,,2322,68280,3296
,,,,,,,,2323,63527,3056
,,,,,,,,2324,60140,2866
,,,,,,,,2325,56823,2697
,,,,,,,,2326,52997,2503
,,,,,,,,2327,48638,2287
,,,,,,,,2328,44890,2102
,,,,,,,,2329,43583,2049
,,,,,,,,2330,41511,1943
,,,,,,,,2331,40641,1898
,,,,,,,,2332,40208,1877
,,,,,,,,2333,40299,1877
,,,,,,,,2334,41438,1933
,,,,,,,,2335,42256,1980
,,,,,,,,2336,44452,2103
,,,,,,,,2337,47903,2278
,,,,,,,,2338,51773,2472
,,,,,,,,2339,54843,2627
,,,,,,,,2340,57587,2766
,,,,,,,,2341,60609,2923
,,,,,,,,2342,62545,3025
,,,,,,,,2343,64091,3106
,,,,,,,,2344,65199,3165
,,,,,,,,2345,65848,3203
,,,,,,,,2346,63786,3100
,,,,,,,,2347,62885,3062
,,,,,,,,2348,63626,3092
,,,,,,,,2349,60797,2943
,,,,,,,,2350,56505,2728
,,,,,,,,2351,51979,2496
,,,,,,,,2352,47476,2261
,,,,,,,,2353,44028,2070
,,,,,,,,2354,41370,1933
,,,,,,,,2355,40213,1876
,,,,,,,,2356,39604,1848
,,,,,,,,2357,39495,1840
,,,,,,,,2358,40348,1881
,,,,,,,,2359,41114,1924
,,,,,,,,2360,43303,2045
,,,,,,,,2361,46547,2208
,,,,,,,,2362,49822,2371
,,,,,,,,2363,52750,2516
,,,,,,,,2364,55255,2642
,,,,,,,,2365,57583,2764
,,,,,,,,2366,58253,2804
,,,,,,,,2367,58528,2823
,,,,,,,,2368,58788,2841
,,,,,,,,2369,59342,2875
,,,,,,,,2370,58040,2810
,,,,,,,,2371,58422,2837
,,,,,,,,2372,60661,2938
,,,,,,,,2373,58520,2823
,,,,,,,,2374,54051,2602
,,,,,,,,2375,48976,2345
,,,,,,,,2376,44704,2123
,,,,,,,,2377,40323,1876
,,,,,,,,2378,38842,1797
,,,,,,,,2379,38276,1765
,,,,,,,,2380,38941,1795
,,,,,,,,2381,41078,1894
,,,,,,,,2382,45529,2104
,,,,,,,,2383,47957,2240
,,,,,,,,2384,49927,2353
,,,,,,,,2385,52244,2458
,,,,,,,,2386,54281,2542
,,,,,,,,2387,56425,2650
,,,,,,,,2388,58574,2760
,,,,,,,,2389,60873,2875
,,,,,,,,2390,62223,2948
,,,,,,,,2391,63975,3041
,,,,,,,,2392,66899,3197
,,,,,,,,2393,68757,3307
,,,,,,,,2394,68976,3336
,,,,,,,,2395,65285,3145
,,,,,,,,2396,62737,2993
,,,,,,,,2397,59071,2806
,,,,,,,,2398,53530,2529
,,,,,,,,2399,47748,2246
,,,,,,,,2400,43828,2051
,,,,,,,,2401,41425,1925
,,,,,,,,2402,40141,1857
,,,,,,,,2403,39448,1819
,,,,,,,,2404,39858,1837
,,,,,,,,2405,42107,1941
,,,,,,,,2406,47119,2177
,,,,,,,,2407,49433,2308
,,,,,,,,2408,50740,2392
,,,,,,,,2409,52863,2489
,,,,,,,,2410,54907,2576
,,,,,,,,2411,57433,2703
,,,,,,,,2412,60172,2843
,,,,,,,,2413,63297,2997
,,,,,,,,2414,65539,3112
,,,,,,,,2415,68013,3239
,,,,,,,,2416,71141,3404
,,,,,,,,2417,72976,3514
,,,,,,,,2418,72775,3521
,,,,,,,,2419,68253,3290
,,,,,,,,2420,64944,3103
,,,,,,,,2421,61093,2906
,,,,,,,,2422,55397,2622
,,,,,,,,2423,49309,2323
,,,,,,,,2424,45127,2115
,,,,,,,,2425,42803,1991
,,,,,,,,2426,41137,1905
,,,,,,,,2427,40367,1863
,,,,,,,,2428,40584,1872
,,,,,,,,2429,42713,1970
,,,,,,,,2430,47772,2209
,,,,,,,,2431,49902,2331
,,,,,,,,2432,51271,2419
,,,,,,,,2433,53501,2521
,,,,,,,,2434,55819,2622
,,,,,,,,2435,58370,2751
,,,,,,,,2436,61176,2894
,,,,,,,,2437,64201,3044
,,,,,,,,2438,66018,3138
,,,,,,,,2439,67951,3239
,,,,,,,,2440,70432,3373
,,,,,,,,2441,72228,3479
,,,,,,,,2442,72185,3493
,,,,,,,,2443,67473,3253
,,,,,,,,2444,64191,3067
,,,,,,,,2445,60509,2878
,,,,,,,,2446,55029,2604
,,,,,,,,2447,49157,2316
,,,,,,,,2448,45202,2119
,,,,,,,,2449,42870,1996
,,,,,,,,2450,41483,1922
,,,,,,,,2451,40771,1882
,,,,,,,,2452,41433,1912
,,,,,,,,2453,43671,2014
,,,,,,,,2454,48937,2263
,,,,,,,,2455,51613,2410
,,,,,,,,2456,52419,2474
,,,,,,,,2457,53679,2531
,,,,,,,,2458,54911,2582
,,,,,,,,2459,56597,2670
,,,,,,,,2460,58491,2771
,,,,,,,,2461,60729,2883
,,,,,,,,2462,62053,2954
,,,,,,,,2463,63642,3040
,,,,,,,,2464,66202,3178
,,,,,,,,2465,68104,3288
,,,,,,,,2466,68468,3321
,,,,,,,,2467,64759,3129
,,,,,,,,2468,62625,2997
,,,,,,,,2469,59656,2844
,,,,,,,,2470,54895,2602
,,,,,,,,2471,49543,2338
,,,,,,,,2472,45723,2147
,,,,,,,,2473,43347,2021
,,,,,,,,2474,41856,1943
,,,,,,,,2475,40895,1891
,,,,,,,,2476,41258,1907
,,,,,,,,2477,43515,2010
,,,,,,,,2478,48522,2246
,,,,,,,,2479,51215,2396
,,,,,,,,2480,52625,2487
,,,,,,,,2481,54656,2581
,,,,,,,,2482,56067,2641
,,,,,,,,2483,57632,2725
,,,,,,,,2484,59343,2817
,,,,,,,,2485,61494,2926
,,,,,,,,2486,62808,2997
,,,,,,,,2487,64098,3068
,,,,,,,,2488,66417,3194
,,,,,,,,2489,68126,3296
,,,,,,,,2490,68231,3317
,,,,,,,,2491,64574,3126
,,,,,,,,2492,61927,2970
,,,,,,,,2493,59293,2832
,,,,,,,,2494,55649,2644
,,,,,,,,2495,51443,2432
,,,,,,,,2496,48077,2262
,,,,,,,,2497,46810,2211
,,,,,,,,2498,44795,2104
,,,,,,,,2499,43903,2057
,,,,,,,,2500,43602,2040
,,,,,,,,2501,43960,2050
,,,,,,,,2502,45464,2123
,,,,,,,,2503,46853,2197
,,,,,,,,2504,49021,2328
,,,,,,,,2505,52308,2498
,,,,,,,,2506,55843,2679
,,,,,,,,2507,58687,2829
,,,,,,,,2508,60683,2934
,,,,,,,,2509,62550,3037
,,,,,,,,2510,63047,3070
,,,,,,,,2511,62954,3072
,,,,,,,,2512,63020,3082
,,,,,,,,2513,63052,3092
,,,,,,,,2514,61440,3013
,,,,,,,,2515,62063,3046
,,,,,,,,2516,63734,3119
,,,,,,,,2517,61788,3011
,,,,,,,,2518,58499,2842
,,,,,,,,2519,54595,2636
,,,,,,,,2520,50577,2422
,,,,,,,,2521,47230,2240
,,,,,,,,2522,44889,2116
,,,,,,,,2523,43932,2067
,,,,,,,,2524,43297,2036
,,,,,,,,2525,43291,2032
,,,,,,,,2526,44068,2072
,,,,,,,,2527,44484,2100
,,,,,,,,2528,46272,2204
,,,,,,,,2529,49077,2350
,,,,,,,,2530,52224,2513
,,,,,,,,2531,54593,2639
,,,,,,,,2532,56058,2716
,,,,,,,,2533,57565,2801
,,,,,,,,2534,57906,2825
,,,,,,,,2535,58089,2839
,,,,,,,,2536,58699,2874
,,,,,,,,2537,59820,2934
,,,,,,,,2538,59032,2893
,,,,,,,,2539,59585,2922
,,,,,,,,2540,61357,3001
,,,,,,,,2541,59239,2886
,,,,,,,,2542,54638,2657
,,,,,,,,2543,49254,2384
,,,,,,,,2544,44874,2156
,,,,,,,,2545,41167,1921
,,,,,,,,2546,39702,1844
,,,,,,,,2547,39015,1809
,,,,,,,,2548,39587,1838
,,,,,,,,2549,41923,1949
,,,,,,,,2550,47051,2191
,,,,,,,,2551,49437,2329
,,,,,,,,2552,50212,2376
,,,,,,,,2553,51453,2426
,,,,,,,,2554,52049,2440
,,,,,,,,2555,52876,2485
,,,,,,,,2556,53866,2536
,,,,,,,,2557,54776,2582
,,,,,,,,2558,55055,2599
,,,,,,,,2559,55553,2629
,,,,,,,,2560,57489,2734
,,,,,,,,2561,59656,2855
,,,,,,,,2562,60886,2930
,,,,,,,,2563,58405,2798
,,,,,,,,2564,56793,2694
,,,,,,,,2565,54014,2554
,,,,,,,,2566,49425,2325
,,,,,,,,2567,44296,2077
,,,,,,,,2568,41044,1917
,,,,,,,,2569,39078,1818
,,,,,,,,2570,37953,1760
,,,,,,,,2571,37492,1735
,,,,,,,,2572,38157,1767
,,,,,,,,2573,40703,1886
,,,,,,,,2574,45945,2135
,,,,,,,,2575,48331,2274
,,,,,,,,2576,49286,2331
,,,,,,,,2577,50658,2387
,,,,,,,,2578,51947,2435
,,,,,,,,2579,53553,2515
,,,,,,,,2580,55381,2608
,,,,,,,,2581,57777,2725
,,,,,,,,2582,59446,2810
,,,,,,,,2583,61726,2925
,,,,,,,,2584,64949,3093
,,,,,,,,2585,67422,3231
,,,,,,,,2586,67888,3271
,,,,,,,,2587,63644,3054
,,,,,,,,2588,60523,2878
,,,,,,,,2589,57106,2704
,,,,,,,,2590,51875,2444
,,,,,,,,2591,46248,2171
,,,,,,,,2592,42398,1981
,,,,,,,,2593,40326,1870
,,,,,,,,2594,38992,1802
,,,,,,,,2595,38285,1764
,,,,,,,,2596,38794,1788
,,,,,,,,2597,40968,1888
,,,,,,,,2598,46063,2127
,,,,,,,,2599,48196,2250
,,,,,,,,2600,49629,2338
,,,,,,,,2601,51146,2404
,,,,,,,,2602,52502,2456
,,,,,,,,2603,54141,2539
,,,,,,,,2604,56145,2640
,,,,,,,,2605,58566,2758
,,,,,,,,2606,60425,2852
,,,,,,,,2607,62828,2973
,,,,,,,,2608,66568,3165
,,,,,,,,2609,69509,3325
,,,,,,,,2610,70320,3382
,,,,,,,,2611,65603,3143
,,,,,,,,2612,61956,2939
,,,,,,,,2613,58339,2756
,,,,,,,,2614,52706,2477
,,,,,,,,2615,46851,2194
,,,,,,,,2616,42958,2002
,,,,,,,,2617,40627,1884
,,,,,,,,2618,39187,1810
,,,,,,,,2619,38376,1768
,,,,,,,,2620,38810,1788
,,,,,,,,2621,40977,1888
,,,,,,,,2622,45923,2120
,,,,,,,,2623,48064,2243
,,,,,,,,2624,49661,2339
,,,,,,,,2625,51488,2420
,,,,,,,,2626,53220,2490
,,,,,,,,2627,55038,2582
,,,,,,,,2628,57031,2685
,,,,,,,,2629,59581,2811
,,,,,,,,2630,61615,2916
,,,,,,,,2631,63993,3039
,,,,,,,,2632,67447,3219
,,,,,,,,2633,69816,3353
,,,,,,,,2634,69935,3377
,,,,,,,,2635,65373,3145
,,,,,,,,2636,62408,2973
,,,,,,,,2637,59140,2805
,,,,,,,,2638,53945,2546
,,,,,,,,2639,48357,2272
,,,,,,,,2640,44345,2072
,,,,,,,,2641,42172,1955
,,,,,,,,2642,40703,1880
,,,,,,,,2643,39848,1836
,,,,,,,,2644,40186,1852
,,,,,,,,2645,42479,1959
,,,,,,,,2646,47262,2185
,,,,,,,,2647,49707,2324
,,,,,,,,2648,51261,2415
,,,,,,,,2649,52970,2490
,,,,,,,,2650,54452,2547
,,,,,,,,2651,55775,2615
,,,,,,,,2652,56519,2658
,,,,,,,,2653,57158,2693
,,,,,,,,2654,56842,2686
,,,,,,,,2655,56898,2697
,,,,,,,,2656,58255,2776
,,,,,,,,2657,59720,2864
,,,,,,,,2658,59927,2889
,,,,,,,,2659,56566,2715
,,,,,,,,2660,54228,2576
,,,,,,,,2661,51994,2459
,,,,,,,,2662,48537,2283
,,,,,,,,2663,44444,2082
,,,,,,,,2664,41298,1926
,,,,,,,,2665,40867,1909
,,,,,,,,2666,39081,1820
,,,,,,,,2667,38520,1794
,,,,,,,,2668,38491,1797
,,,,,,,,2669,39126,1827
,,,,,,,,2670,40694,1904
,,,,,,,,2671,42188,1989
,,,,,,,,2672,43924,2076
,,,,,,,,2673,46175,2187
,,,,,,,,2674,48525,2303
,,,,,,,,2675,50138,2384
,,,,,,,,2676,51373,2444
,,,,,,,,2677,52950,2528
,,,,,,,,2678,53854,2574
,,,,,,,,2679,55034,2631
,,,,,,,,2680,56538,2707
,,,,,,,,2681,58145,2789
,,,,,,,,2682,57475,2752
,,,,,,,,2683,57316,2754
,,,,,,,,2684,58315,2799
,,,,,,,,2685,56141,2685
,,,,,,,,2686,52101,2488
,,,,,,,,2687,47776,2272
,,,,,,,,2688,43827,2070
,,,,,,,,2689,40574,1900
,,,,,,,,2690,38436,1789
,,,,,,,,2691,37840,1758
,,,,,,,,2692,37438,1740
,,,,,,,,2693,37455,1737
,,,,,,,,2694,38145,1770
,,,,,,,,2695,38787,1807
,,,,,,,,2696,41138,1936
,,,,,,,,2697,44075,2084
,,,,,,,,2698,47227,2240
,,,,,,,,2699,50094,2380
,,,,,,,,2700,52984,2522
,,,,,,,,2701,56417,2695
,,,,,,,,2702,58797,2815
,,,,,,,,2703,61136,2929
,,,,,,,,2704,63563,3050
,,,,,,,,2705,65412,3146
,,,,,,,,2706,64416,3095
,,,,,,,,2707,63863,3079
,,,,,,,,2708,64723,3115
,,,,,,,,2709,62047,2974
,,,,,,,,2710,56475,2703
,,,,,,,,2711,50303,2396
,,,,,,,,2712,45259,2140
,,,,,,,,2713,40265,1866
,,,,,,,,2714,38628,1781
,,,,,,,,2715,37784,1739
,,,,,,,,2716,38252,1761
,,,,,,,,2717,40521,1867
,,,,,,,,2718,45241,2089
,,,,,,,,2719,47321,2211
,,,,,,,,2720,48992,2305
,,,,,,,,2721,50627,2375
,,,,,,,,2722,51840,2419
,,,,,,,,2723,53306,2492
,,,,,,,,2724,54874,2571
,,,,,,,,2725,56702,2660
,,,,,,,,2726,57971,2726
,,,,,,,,2727,59909,2824
,,,,,,,,2728,63196,2995
,,,,,,,,2729,66015,3151
,,,,,,,,2730,66929,3213
,,,,,,,,2731,62922,3008
,,,,,,,,2732,59886,2834
,,,,,,,,2733,56521,2664
,,,,,,,,2734,51031,2394
,,,,,,,,2735,45353,2120
,,,,,,,,2736,41785,1944
,,,,,,,,2737,39694,1838
,,,,,,,,2738,38478,1776
,,,,,,,,2739,37901,1744
,,,,,,,,2740,38446,1770
,,,,,,,,2741,40587,1869
,,,,,,,,2742,45710,2110
,,,,,,,,2743,47788,2231
,,,,,,,,2744,49415,2326
,,,,,,,,2745,51214,2405
,,,,,,,,2746,52806,2468
,,,,,,,,2747,54768,2566
,,,,,,,,2748,57130,2685
,,,,,,,,2749,59881,2820
,,,,,,,,2750,62048,2929
,,,,,,,,2751,65198,3087
,,,,,,,,2752,69543,3310
,,,,,,,,2753,72590,3478
,,,,,,,,2754,73356,3535
,,,,,,,,2755,68644,3297
,,,,,,,,2756,64840,3085
,,,,,,,,2757,61319,2906
,,,,,,,,2758,55554,2620
,,,,,,,,2759,49447,2322
,,,,,,,,2760,45440,2123
,,,,,,,,2761,42876,1995
,,,,,,,,2762,41328,1915
,,,,,,,,2763,40555,1872
,,,,,,,,2764,40943,1890
,,,,,,,,2765,43244,1995
,,,,,,,,2766,48054,2222
,,,,,,,,2767,50245,2349
,,,,,,,,2768,52173,2464
,,,,,,,,2769,54411,2566
,,,,,,,,2770,56830,2672
,,,,,,,,2771,59661,2816
,,,,,,,,2772,63114,2991
,,,,,,,,2773,66942,3179
,,,,,,,,2774,70035,3334
,,,,,,,,2775,73259,3498
,,,,,,,,2776,77263,3707
,,,,,,,,2777,80076,3865
,,,,,,,,2778,80270,3895
,,,,,,,,2779,74841,3619
,,,,,,,,2780,70426,3376
,,,,,,,,2781,66582,3177
,,,,,,,,2782,60631,2880
,,,,,,,,2783,54128,2560
,,,,,,,,2784,49531,2332
,,,,,,,,2785,46425,2176
,,,,,,,,2786,44451,2074
,,,,,,,,2787,43227,2009
,,,,,,,,2788,43163,2005
,,,,,,,,2789,45097,2092
,,,,,,,,2790,49802,2315
,,,,,,,,2791,51750,2432
,,,,,,,,2792,53812,2554
,,,,,,,,2793,56387,2675
,,,,,,,,2794,58950,2791
,,,,,,,,2795,61910,2945
,,,,,,,,2796,65294,3115
,,,,,,,,2797,68935,3295
,,,,,,,,2798,71522,3426
,,,,,,,,2799,74054,3557
,,,,,,,,2800,76786,3705
,,,,,,,,2801,78408,3805
,,,,,,,,2802,77438,3778
,,,,,,,,2803,72635,3529
,,,,,,,,2804,69038,3325
,,,,,,,,2805,65349,3135
,,,,,,,,2806,59743,2852
,,,,,,,,2807,53653,2550
,,,,,,,,2808,49290,2332
,,,,,,,,2809,46309,2176
,,,,,,,,2810,44399,2078
,,,,,,,,2811,43128,2010
,,,,,,,,2812,43026,2004
,,,,,,,,2813,44841,2086
,,,,,,,,2814,49219,2294
,,,,,,,,2815,51266,2414
,,,,,,,,2816,53523,2545
,,,,,,,,2817,55769,2650
,,,,,,,,2818,57736,2739
,,,,,,,,2819,60145,2867
,,,,,,,,2820,62897,3007
,,,,,,,,2821,65974,3159
,,,,,,,,2822,68224,3275
,,,,,,,,2823,70658,3400
