Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
,,,,,,,,4360,81157,3995
,,,,,,,,4361,82085,4049
,,,,,,,,4362,80172,3957
,,,,,,,,4363,79140,3901
,,,,,,,,4364,77744,3824
,,,,,,,,4365,75453,3691
,,,,,,,,4366,70615,3445
,,,,,,,,4367,65365,3173
,,,,,,,,4368,59910,2887
,,,,,,,,4369,55453,2649
,,,,,,,,4370,51956,2465
,,,,,,,,4371,50180,2375
,,,,,,,,4372,49042,2316
,,,,,,,,4373,48532,2285
,,,,,,,,4374,48433,2282
,,,,,,,,4375,49365,2336
,,,,,,,,4376,52943,2526
,,,,,,,,4377,57156,2740
,,,,,,,,4378,61886,2984
,,,,,,,,4379,66153,3210
,,,,,,,,4380,70262,3419
,,,,,,,,4381,73898,3609
,,,,,,,,4382,75876,3712
,,,,,,,,4383,76839,3764
,,,,,,,,4384,76923,3774
,,,,,,,,4385,77198,3794
,,,,,,,,4386,75241,3700
,,,,,,,,4387,75112,3695
,,,,,,,,4388,74545,3657
,,,,,,,,4389,73276,3576
,,,,,,,,4390,68773,3343
,,,,,,,,4391,63131,3058
,,,,,,,,4392,57822,2780
,,,,,,,,4393,52145,2466
,,,,,,,,4394,50142,2357
,,,,,,,,4395,49191,2305
,,,,,,,,4396,49771,2327
,,,,,,,,4397,51613,2409
,,,,,,,,4398,54449,2543
,,,,,,,,4399,57114,2697
,,,,,,,,4400,61572,2928
,,,,,,,,4401,65928,3142
,,,,,,,,4402,69884,3330
,,,,,,,,4403,74155,3549
,,,,,,,,4404,78355,3760
,,,,,,,,4405,82146,3951
,,,,,,,,4406,83997,4051
,,,,,,,,4407,85609,4142
,,,,,,,,4408,87735,4268
,,,,,,,,4409,89094,4357
,,,,,,,,4410,88768,4364
,,,,,,,,4411,83683,4093
,,,,,,,,4412,77516,3757
,,,,,,,,4413,74803,3604
,,,,,,,,4414,69553,3334
,,,,,,,,4415,63443,3028
,,,,,,,,4416,58625,2786
,,,,,,,,4417,55164,2609
,,,,,,,,4418,52867,2489
,,,,,,,,4419,51440,2413
,,,,,,,,4420,51407,2406
,,,,,,,,4421,52706,2462
,,,,,,,,4422,55079,2575
,,,,,,,,4423,57535,2717
,,,,,,,,4424,62215,2959
,,,,,,,,4425,66738,3180
,,,,,,,,4426,70899,3382
,,,,,,,,4427,75058,3597
,,,,,,,,4428,79314,3812
,,,,,,,,4429,83081,4003
,,,,,,,,4430,85328,4122
,,,,,,,,4431,87076,4220
,,,,,,,,4432,89390,4356
,,,,,,,,4433,90804,4449
,,,,,,,,4434,90388,4454
,,,,,,,,4435,84903,4161
,,,,,,,,4436,77731,3775
,,,,,,,,4437,74364,3591
,,,,,,,,4438,69169,3322
,,,,,,,,4439,63557,3039
,,,,,,,,4440,58920,2805
,,,,,,,,4441,55367,2621
,,,,,,,,4442,52865,2491
,,,,,,,,4443,51130,2400
,,,,,,,,4444,50544,2367
,,,,,,,,4445,50540,2363
,,,,,,,,4446,50676,2371
,,,,,,,,4447,52033,2458
,,,,,,,,4448,57534,2733
,,,,,,,,4449,63103,3002
,,,,,,,,4450,67974,3235
,,,,,,,,4451,72789,3481
,,,,,,,,4452,77633,3723
,,,,,,,,4453,80916,3891
,,,,,,,,4454,82700,3988
,,,,,,,,4455,84095,4069
,,,,,,,,4456,86442,4207
,,,,,,,,4457,88821,4348
,,,,,,,,4458,88847,4374
,,,,,,,,4459,83365,4084
,,,,,,,,4460,75546,3667
,,,,,,,,4461,71721,3461
,,,,,,,,4462,67522,3244
,,,,,,,,4463,63033,3015
,,,,,,,,4464,58484,2786
,,,,,,,,4465,54853,2599
,,,,,,,,4466,52472,2475
,,,,,,,,4467,50953,2394
,,,,,,,,4468,50773,2379
,,,,,,,,4469,51818,2424
,,,,,,,,4470,53875,2521
,,,,,,,,4471,56694,2680
,,,,,,,,4472,62310,2965
,,,,,,,,4473,67446,3215
,,,,,,,,4474,71965,3433
,,,,,,,,4475,76653,3674
,,,,,,,,4476,81320,3908
,,,,,,,,4477,85258,4109
,,,,,,,,4478,87686,4236
,,,,,,,,4479,90053,4364
,,,,,,,,4480,93239,4544
,,,,,,,,4481,95347,4673
,,,,,,,,4482,95088,4687
,,,,,,,,4483,89199,4374
,,,,,,,,4484,81508,3960
,,,,,,,,4485,77800,3757
,,,,,,,,4486,71785,3448
,,,,,,,,4487,65049,3110
,,,,,,,,4488,59697,2843
,,,,,,,,4489,55724,2640
,,,,,,,,4490,53074,2503
,,,,,,,,4491,51311,2411
,,,,,,,,4492,50987,2389
,,,,,,,,4493,52022,2433
,,,,,,,,4494,53904,2522
,,,,,,,,4495,56481,2669
,,,,,,,,4496,62076,2953
,,,,,,,,4497,67155,3200
,,,,,,,,4498,71862,3427
,,,,,,,,4499,76689,3674
,,,,,,,,4500,81621,3920
,,,,,,,,4501,85607,4122
,,,,,,,,4502,87930,4245
,,,,,,,,4503,89837,4351
,,,,,,,,4504,92336,4497
,,,,,,,,4505,94211,4614
,,,,,,,,4506,93855,4624
,,,,,,,,4507,88233,4324
,,,,,,,,4508,80721,3921
,,,,,,,,4509,77166,3726
,,,,,,,,4510,71786,3447
,,,,,,,,4511,65997,3154
,,,,,,,,4512,60976,2903
,,,,,,,,4513,58239,2783
,,,,,,,,4514,54801,2604
,,,,,,,,4515,52810,2504
,,,,,,,,4516,51704,2445
,,,,,,,,4517,51254,2415
,,,,,,,,4518,51264,2417
,,,,,,,,4519,51939,2464
,,,,,,,,4520,56077,2680
,,,,,,,,4521,62067,2981
,,,,,,,,4522,69047,3337
,,,,,,,,4523,75300,3662
,,,,,,,,4524,80974,3946
,,,,,,,,4525,85411,4177
,,,,,,,,4526,87729,4302
,,,,,,,,4527,87987,4325
,,,,,,,,4528,85926,4235
,,,,,,,,4529,83521,4132
,,,,,,,,4530,79115,3924
,,,,,,,,4531,77695,3849
,,,,,,,,4532,76136,3760
,,,,,,,,4533,74042,3635
,,,,,,,,4534,69399,3392
,,,,,,,,4535,64048,3119
,,,,,,,,4536,58881,2846
,,,,,,,,4537,54282,2601
,,,,,,,,4538,51249,2438
,,,,,,,,4539,49763,2361
,,,,,,,,4540,49006,2319
,,,,,,,,4541,48656,2295
,,,,,,,,4542,48806,2303
,,,,,,,,4543,49232,2335
,,,,,,,,4544,52510,2509
,,,,,,,,4545,57230,2749
,,,,,,,,4546,62687,3030
,,,,,,,,4547,67627,3289
,,,,,,,,4548,72725,3544
,,,,,,,,4549,76697,3751
,,,,,,,,4550,79118,3876
,,,,,,,,4551,80568,3952
,,,,,,,,4552,81464,4004
,,,,,,,,4553,81900,4036
,,,,,,,,4554,79291,3913
,,,,,,,,4555,77857,3843
,,,,,,,,4556,76656,3772
,,,,,,,,4557,74778,3660
,,,,,,,,4558,69953,3411
,,,,,,,,4559,64013,3111
,,,,,,,,4560,58542,2825
,,,,,,,,4561,53141,2521
,,,,,,,,4562,51157,2413
,,,,,,,,4563,50211,2359
,,,,,,,,4564,50610,2373
,,,,,,,,4565,52283,2447
,,,,,,,,4566,55356,2591
,,,,,,,,4567,57676,2727
,,,,,,,,4568,61212,2914
,,,,,,,,4569,64799,3091
,,,,,,,,4570,68342,3262
,,,,,,,,4571,72175,3461
,,,,,,,,4572,75553,3631
,,,,,,,,4573,77546,3736
,,,,,,,,4574,78854,3808
,,,,,,,,4575,80802,3913
,,,,,,,,4576,83621,4071
,,,,,,,,4577,85501,4184
,,,,,,,,4578,84942,4177
,,,,,,,,4579,79660,3897
,,,,,,,,4580,73831,3581
,,,,,,,,4581,70605,3405
,,,,,,,,4582,65404,3137
,,,,,,,,4583,59506,2842
,,,,,,,,4584,54983,2616
,,,,,,,,4585,52062,2461
,,,,,,,,4586,50123,2359
,,,,,,,,4587,48881,2292
,,,,,,,,4588,48884,2287
,,,,,,,,4589,50346,2351
,,,,,,,,4590,53124,2482
,,,,,,,,4591,55513,2619
,,,,,,,,4592,58823,2794
,,,,,,,,4593,61462,2924
,,,,,,,,4594,64146,3051
,,,,,,,,4595,66976,3198
,,,,,,,,4596,70381,3369
,,,,,,,,4597,73405,3522
,,,,,,,,4598,75425,3624
,,,,,,,,4599,77707,3740
,,,,,,,,4600,80465,3892
,,,,,,,,4601,82599,4015
,,,,,,,,4602,82856,4048
,,,,,,,,4603,77560,3772
,,,,,,,,4604,71714,3457
,,,,,,,,4605,68557,3289
,,,,,,,,4606,63900,3051
,,,,,,,,4607,58178,2765
,,,,,,,,4608,53797,2547
,,,,,,,,4609,50801,2394
,,,,,,,,4610,48907,2295
,,,,,,,,4611,47859,2238
,,,,,,,,4612,48140,2246
,,,,,,,,4613,49711,2316
,,,,,,,,4614,52629,2454
,,,,,,,,4615,55239,2600
,,,,,,,,4616,58803,2789
,,,,,,,,4617,61601,2926
,,,,,,,,4618,64165,3049
,,,,,,,,4619,66999,3196
,,,,,,,,4620,70061,3352
,,,,,,,,4621,72870,3495
,,,,,,,,4622,74190,3567
,,,,,,,,4623,75688,3650
,,,,,,,,4624,78187,3791
,,,,,,,,4625,80335,3916
,,,,,,,,4626,80866,3962
,,,,,,,,4627,76720,3741
,,,,,,,,4628,71264,3443
,,,,,,,,4629,68850,3309
,,,,,,,,4630,63971,3059
,,,,,,,,4631,58262,2772
,,,,,,,,4632,53889,2554
,,,,,,,,4633,50891,2399
,,,,,,,,4634,48950,2299
,,,,,,,,4635,47900,2241
,,,,,,,,4636,48025,2243
,,,,,,,,4637,49659,2315
,,,,,,,,4638,52455,2449
,,,,,,,,4639,55036,2594
,,,,,,,,4640,58732,2789
,,,,,,,,4641,62141,2957
,,,,,,,,4642,65407,3113
,,,,,,,,4643,68725,3284
,,,,,,,,4644,72074,3453
,,,,,,,,4645,75089,3606
,,,,,,,,4646,77026,3708
,,,,,,,,4647,79274,3827
,,,,,,,,4648,82839,4019
,,,,,,,,4649,85508,4169
,,,,,,,,4650,86156,4221
,,,,,,,,4651,81375,3967
,,,,,,,,4652,74851,3617
,,,,,,,,4653,72010,3462
,,,,,,,,4654,66725,3192
,,,,,,,,4655,60520,2883
,,,,,,,,4656,55436,2631
,,,,,,,,4657,52172,2462
,,,,,,,,4658,49897,2345
,,,,,,,,4659,48492,2271
,,,,,,,,4660,48467,2265
,,,,,,,,4661,49810,2324
,,,,,,,,4662,52398,2447
,,,,,,,,4663,55014,2593
,,,,,,,,4664,59420,2822
,,,,,,,,4665,63739,3032
,,,,,,,,4666,67488,3212
,,,,,,,,4667,71028,3396
,,,,,,,,4668,74474,3571
,,,,,,,,4669,77710,3736
,,,,,,,,4670,79709,3842
,,,,,,,,4671,81436,3937
,,,,,,,,4672,83647,4065
,,,,,,,,4673,84962,4153
,,,,,,,,4674,84690,4161
,,,,,,,,4675,79745,3899
,,,,,,,,4676,73350,3553
,,,,,,,,4677,70385,3392
,,,,,,,,4678,65492,3140
,,,,,,,,4679,60149,2870
,,,,,,,,4680,55517,2638
,,,,,,,,4681,53501,2551
,,,,,,,,4682,50529,2396
,,,,,,,,4683,48941,2315
,,,,,,,,4684,48129,2271
,,,,,,,,4685,47991,2258
,,,,,,,,4686,48457,2283
,,,,,,,,4687,49423,2341
,,,,,,,,4688,53541,2557
,,,,,,,,4689,59331,2847
,,,,,,,,4690,65816,3177
,,,,,,,,4691,71200,3458
,,,,,,,,4692,75996,3699
,,,,,,,,4693,79554,3886
,,,,,,,,4694,81056,3970
,,,,,,,,4695,82641,4054
,,,,,,,,4696,84168,4135
,,,,,,,,4697,84861,4180
,,,,,,,,4698,82279,4058
,,,,,,,,4699,80310,3960
,,,,,,,,4700,77534,3813
,,,,,,,,4701,74396,3641
,,,,,,,,4702,69009,3364
,,,,,,,,4703,63224,3070
,,,,,,,,4704,57499,2772
,,,,,,,,4705,53023,2532
,,,,,,,,4706,49722,2358
,,,,,,,,4707,48078,2275
,,,,,,,,4708,47100,2224
,,,,,,,,4709,46544,2191
,,,,,,,,4710,46503,2191
,,,,,,,,4711,47129,2231
,,,,,,,,4712,51144,2441
,,,,,,,,4713,56372,2703
,,,,,,,,4714,62211,3001
,,,,,,,,4715,66916,3248
,,,,,,,,4716,71110,3460
,,,,,,,,4717,74846,3654
,,,,,,,,4718,77208,3777
,,,,,,,,4719,78372,3839
,,,,,,,,4720,78791,3866
,,,,,,,,4721,78416,3858
,,,,,,,,4722,75360,3714
,,,,,,,,4723,74163,3657
,,,,,,,,4724,72926,3586
,,,,,,,,4725,70802,3465
,,,,,,,,4726,65920,3213
,,,,,,,,4727,59950,2912
,,,,,,,,4728,54714,2638
,,,,,,,,4729,49486,2343
,,,,,,,,4730,47522,2237
,,,,,,,,4731,46511,2182
,,,,,,,,4732,46926,2197
,,,,,,,,4733,48597,2271
,,,,,,,,4734,51332,2401
,,,,,,,,4735,54179,2560
,,,,,,,,4736,58954,2805
,,,,,,,,4737,63403,3023
,,,,,,,,4738,67831,3233
,,,,,,,,4739,72537,3471
,,,,,,,,4740,77187,3702
,,,,,,,,4741,81213,3904
,,,,,,,,4742,83797,4036
,,,,,,,,4743,85859,4145
,,,,,,,,4744,87565,4250
,,,,,,,,4745,88665,4326
,,,,,,,,4746,88195,4326
,,,,,,,,4747,82555,4029
,,,,,,,,4748,75941,3675
,,,,,,,,4749,72960,3512
,,,,,,,,4750,67420,3229
,,,,,,,,4751,61076,2913
,,,,,,,,4752,56222,2671
,,,,,,,,4753,53050,2508
,,,,,,,,4754,51063,2403
,,,,,,,,4755,49695,2331
,,,,,,,,4756,49844,2332
,,,,,,,,4757,51276,2395
,,,,,,,,4758,53979,2523
,,,,,,,,4759,56673,2676
,,,,,,,,4760,61377,2919
,,,,,,,,4761,65814,3135
,,,,,,,,4762,69963,3333
,,,,,,,,4763,74377,3559
,,,,,,,,4764,78975,3789
,,,,,,,,4765,82495,3969
,,,,,,,,4766,84352,4068
,,,,,,,,4767,85675,4145
,,,,,,,,4768,87549,4259
,,,,,,,,4769,89422,4373
,,,,,,,,4770,89596,4404
,,,,,,,,4771,84440,4129
,,,,,,,,4772,78060,3783
,,,,,,,,4773,75059,3617
,,,,,,,,4774,69381,3327
,,,,,,,,4775,63000,3007
,,,,,,,,4776,58012,2757
,,,,,,,,4777,54461,2575
,,,,,,,,4778,52107,2453
,,,,,,,,4779,50644,2376
,,,,,,,,4780,50651,2370
,,,,,,,,4781,52019,2430
,,,,,,,,4782,54664,2555
,,,,,,,,4783,57418,2711
,,,,,,,,4784,62425,2968
,,,,,,,,4785,67280,3206
,,,,,,,,4786,71699,3417
,,,,,,,,4787,76349,3656
,,,,,,,,4788,81080,3893
,,,,,,,,4789,84712,4077
,,,,,,,,4790,86994,4198
,,,,,,,,4791,88688,4292
,,,,,,,,4792,90636,4411
,,,,,,,,4793,92044,4503
,,,,,,,,4794,92029,4525
,,,,,,,,4795,86942,4252
,,,,,,,,4796,79935,3875
,,,,,,,,4797,76582,3691
,,,,,,,,4798,70886,3399
,,,,,,,,4799,64431,3076
,,,,,,,,4800,59440,2826
,,,,,,,,4801,55813,2641
,,,,,,,,4802,53289,2510
,,,,,,,,4803,51509,2418
,,,,,,,,4804,51332,2403
,,,,,,,,4805,52577,2457
,,,,,,,,4806,55126,2577
,,,,,,,,4807,57749,2727
,,,,,,,,4808,63027,2997
,,,,,,,,4809,68092,3243
,,,,,,,,4810,72698,3464
,,,,,,,,4811,77454,3709
,,,,,,,,4812,81975,3936
,,,,,,,,4813,86193,4149
,,,,,,,,4814,88872,4289
,,,,,,,,4815,91100,4411
,,,,,,,,4816,93676,4562
,,,,,,,,4817,95251,4664
,,,,,,,,4818,94921,4673
,,,,,,,,4819,89619,4389
,,,,,,,,4820,82556,4007
,,,,,,,,4821,78940,3809
,,,,,,,,4822,72908,3499
,,,,,,,,4823,66347,3170
,,,,,,,,4824,61137,2910
,,,,,,,,4825,57333,2716
,,,,,,,,4826,54954,2592
,,,,,,,,4827,53328,2505
,,,,,,,,4828,53082,2488
,,,,,,,,4829,54098,2530
,,,,,,,,4830,56294,2634
,,,,,,,,4831,58688,2773
,,,,,,,,4832,64106,3049
,,,,,,,,4833,69435,3309
,,,,,,,,4834,74261,3541
,,,,,,,,4835,79135,3791
,,,,,,,,4836,84270,4047
,,,,,,,,4837,88793,4276
,,,,,,,,4838,91400,4413
,,,,,,,,4839,93185,4515
,,,,,,,,4840,95102,4636
,,,,,,,,4841,95661,4692
,,,,,,,,4842,93807,4630
,,,,,,,,4843,87709,4307
,,,,,,,,4844,80487,3919
,,,,,,,,4845,76734,3715
,,,,,,,,4846,71603,3446
,,,,,,,,4847,65788,3151
,,,,,,,,4848,60755,2899
,,,,,,,,4849,58342,2793
,,,,,,,,4850,54999,2618
,,,,,,,,4851,53169,2524
,,,,,,,,4852,52080,2466
,,,,,,,,4853,51792,2444
,,,,,,,,4854,52112,2459
,,,,,,,,4855,52861,2509
,,,,,,,,4856,57302,2740
,,,,,,,,4857,63587,3055
,,,,,,,,4858,70562,3411
,,,,,,,,4859,76909,3741
,,,,,,,,4860,82790,4035
,,,,,,,,4861,87912,4301
,,,,,,,,4862,90966,4462
,,,,,,,,4863,92898,4568
,,,,,,,,4864,93899,4629
,,,,,,,,4865,93966,4648
,,,,,,,,4866,90736,4500
,,,,,,,,4867,88934,4406
,,,,,,,,4868,86516,4273
,,,,,,,,4869,83049,4080
,,,,,,,,4870,77255,3778
,,,,,,,,4871,71008,3459
,,,,,,,,4872,65118,3149
,,,,,,,,4873,59905,2871
,,,,,,,,4874,56014,2665
,,,,,,,,4875,53957,2561
,,,,,,,,4876,52629,2491
,,,,,,,,4877,51875,2447
,,,,,,,,4878,51691,2439
,,,,,,,,4879,52124,2470
,,,,,,,,4880,55540,2653
,,,,,,,,4881,60634,2911
,,,,,,,,4882,66393,3208
,,,,,,,,4883,71927,3499
,,,,,,,,4884,77517,3777
,,,,,,,,4885,82495,4034
,,,,,,,,4886,85880,4209
,,,,,,,,4887,87945,4320
,,,,,,,,4888,89336,4397
,,,,,,,,4889,90074,4447
,,,,,,,,4890,87643,4335
,,,,,,,,4891,86533,4279
,,,,,,,,4892,84843,4182
,,,,,,,,4893,82092,4024
,,,,,,,,4894,76239,3721
,,,,,,,,4895,69586,3385
,,,,,,,,4896,63472,3066
,,,,,,,,4897,57320,2720
,,,,,,,,4898,54589,2575
,,,,,,,,4899,53144,2497
,,,,,,,,4900,53075,2488
,,,,,,,,4901,54317,2540
,,,,,,,,4902,56780,2656
,,,,,,,,4903,59041,2790
,,,,,,,,4904,63825,3036
,,,,,,,,4905,68471,3264
,,,,,,,,4906,72837,3474
,,,,,,,,4907,77043,3692
,,,,,,,,4908,80953,3889
,,,,,,,,4909,84105,4051
,,,,,,,,4910,86264,4165
,,,,,,,,4911,88364,4279
,,,,,,,,4912,91039,4433
,,,,,,,,4913,92846,4545
,,,,,,,,4914,92676,4561
,,,,,,,,4915,87223,4271
,,,,,,,,4916,80353,3900
,,,,,,,,4917,76989,3715
,,,,,,,,4918,71234,3419
,,,,,,,,4919,64741,3094
,,,,,,,,4920,59641,2839
,,,,,,,,4921,56172,2661
,,,,,,,,4922,53950,2544
,,,,,,,,4923,52460,2464
,,,,,,,,4924,52449,2457
,,,,,,,,4925,53809,2516
,,,,,,,,4926,56400,2637
,,,,,,,,4927,58862,2780
,,,,,,,,4928,63772,3033
,,,,,,,,4929,68530,3264
,,,,,,,,4930,72757,3468
,,,,,,,,4931,77141,3696
,,,,,,,,4932,81340,3908
,,,,,,,,4933,85074,4099
,,,,,,,,4934,87682,4236
,,,,,,,,4935,90168,4370
,,,,,,,,4936,93144,4541
,,,,,,,,4937,95299,4671
,,,,,,,,4938,95333,4699
,,,,,,,,4939,90082,4416
,,,,,,,,4940,83068,4035
,,,,,,,,4941,79675,3847
,,,,,,,,4942,73987,3553
,,,,,,,,4943,67578,3231
,,,,,,,,4944,62511,2976
,,,,,,,,4945,58820,2787
,,,,,,,,4946,56347,2658
,,,,,,,,4947,54764,2572
,,,,,,,,4948,54556,2557
,,,,,,,,4949,55705,2605
,,,,,,,,4950,58078,2716
,,,,,,,,4951,60468,2856
,,,,,,,,4952,65566,3118
,,,,,,,,4953,70426,3355
,,,,,,,,4954,74730,3563
,,,,,,,,4955,79205,3795
,,,,,,,,4956,83785,4025
,,,,,,,,4957,87339,4208
,,,,,,,,4958,89508,4325
,,,,,,,,4959,91530,4438
,,,,,,,,4960,94414,4605
,,,,,,,,4961,96568,4737
,,,,,,,,4962,96445,4759
,,,,,,,,4963,90942,4463
,,,,,,,,4964,83894,4081
,,,,,,,,4965,80298,3883
,,,,,,,,4966,74489,3581
,,,,,,,,4967,67972,3253
,,,,,,,,4968,63035,3005
,,,,,,,,4969,59418,2817
,,,,,,,,4970,56932,2687
,,,,,,,,4971,55194,2594
,,,,,,,,4972,54866,2572
,,,,,,,,4973,56043,2621
,,,,,,,,4974,58524,2737
,,,,,,,,4975,60911,2877
,,,,,,,,4976,65620,3121
,,,,,,,,4977,69992,3335
,,,,,,,,4978,74038,3531
,,,,,,,,4979,78395,3758
,,,,,,,,4980,83014,3990
,,,,,,,,4981,87208,4203
,,,,,,,,4982,90036,4351
,,,,,,,,4983,92378,4479
,,,,,,,,4984,94885,4628
,,,,,,,,4985,96296,4725
,,,,,,,,4986,94869,4683
,,,,,,,,4987,88902,4365
,,,,,,,,4988,82288,4004
,,,,,,,,4989,78490,3797
,,,,,,,,4990,72769,3499
,,,,,,,,4991,66585,3187
,,,,,,,,4992,61552,2934
,,,,,,,,4993,57986,2750
,,,,,,,,4994,55485,2619
,,,,,,,,4995,53940,2536
,,,,,,,,4996,53705,2519
,,,,,,,,4997,54841,2566
,,,,,,,,4998,57187,2676
,,,,,,,,4999,59261,2801
,,,,,,,,5000,63693,3031
,,,,,,,,5001,68291,3255
,,,,,,,,5002,72755,3470
,,,,,,,,5003,77224,3702
,,,,,,,,5004,81988,3940
,,,,,,,,5005,86186,4153
,,,,,,,,5006,88694,4286
,,,,,,,,5007,90770,4400
,,,,,,,,5008,93269,4548
,,,,,,,,5009,94929,4654
,,,,,,,,5010,94165,4642
,,,,,,,,5011,88079,4319
,,,,,,,,5012,81107,3941
,,,,,,,,5013,77353,3737
,,,,,,,,5014,72038,3461
,,,,,,,,5015,66599,3185
,,,,,,,,5016,61765,2942
,,,,,,,,5017,59329,2837
,,,,,,,,5018,55864,2657
,,,,,,,,5019,53996,2560
,,,,,,,,5020,52814,2498
,,,,,,,,5021,52348,2467
,,,,,,,,5022,52641,2482
,,,,,,,,5023,53251,2525
,,,,,,,,5024,57692,2757
,,,,,,,,5025,64077,3077
,,,,,,,,5026,71423,3451
,,,,,,,,5027,77705,3778
,,,,,,,,5028,83434,4065
,,,,,,,,5029,88300,4319
,,,,,,,,5030,91045,4465
,,,,,,,,5031,92641,4554
,,,,,,,,5032,93666,4616
,,,,,,,,5033,93981,4647
,,,,,,,,5034,91379,4529
,,,,,,,,5035,90160,4463
,,,,,,,,5036,87669,4326
,,,,,,,,5037,84001,4122
,,,,,,,,5038,77983,3809
,,,,,,,,5039,71685,3489
,,,,,,,,5040,65641,3172
,,,,,,,,5041,60295,2889
,,,,,,,,5042,56206,2674
,,,,,,,,5043,53928,2558
,,,,,,,,5044,52369,2478
,,,,,,,,5045,51396,2424
,,,,,,,,5046,51203,2414
,,,,,,,,5047,51547,2441
,,,,,,,,5048,56000,2672
,,,,,,,,5049,62625,3003
,,,,,,,,5050,70056,3381
,,,,,,,,5051,76728,3726
,,,,,,,,5052,82777,4028
,,,,,,,,5053,87687,4284
,,,,,,,,5054,90417,4430
,,,,,,,,5055,92302,4534
,,,,,,,,5056,93762,4617
,,,,,,,,5057,94831,4686
,,,,,,,,5058,92615,4587
,,,,,,,,5059,91643,4537
,,,,,,,,5060,89399,4413
,,,,,,,,5061,85770,4211
,,,,,,,,5062,79380,3879
,,,,,,,,5063,72521,3532
,,,,,,,,5064,66055,3193
,,,,,,,,5065,59480,2825
,,,,,,,,5066,56516,2668
,,,,,,,,5067,54885,2580
,,,,,,,,5068,54564,2559
,,,,,,,,5069,55438,2593
,,,,,,,,5070,57714,2700
,,,,,,,,5071,59921,2831
,,,,,,,,5072,65606,3120
,,,,,,,,5073,71238,3394
,,,,,,,,5074,76680,3656
,,,,,,,,5075,82179,3937
,,,,,,,,5076,87562,4205
,,,,,,,,5077,92033,4432
,,,,,,,,5078,94889,4583
,,,,,,,,5079,97016,4702
,,,,,,,,5080,99685,4861
,,,,,,,,5081,102141,5010
,,,,,,,,5082,102572,5060
,,,,,,,,5083,96894,4755
,,,,,,,,5084,89134,4337
,,,,,,,,5085,84522,4088
,,,,,,,,5086,77662,3734
,,,,,,,,5087,70534,3376
,,,,,,,,5088,65156,3106
,,,,,,,,5089,60837,2886
,,,,,,,,5090,58007,2739
,,,,,,,,5091,55934,2629
,,,,,,,,5092,55446,2600
,,,,,,,,5093,56440,2640
,,,,,,,,5094,58802,2751
,,,,,,,,5095,61054,2884
,,,,,,,,5096,66091,3143
,,,,,,,,5097,71458,3405
,,,,,,,,5098,76395,3642
,,,,,,,,5099,81728,3916
,,,,,,,,5100,87413,4199
,,,,,,,,5101,92388,4451
,,,,,,,,5102,95539,4617
,,,,,,,,5103,97794,4743
,,,,,,,,5104,100625,4913
,,,,,,,,5105,103049,5062
,,,,,,,,5106,103320,5106
,,,,,,,,5107,97690,4802
,,,,,,,,5108,90122,4392
,,,,,,,,5109,85584,4147
,,,,,,,,5110,78806,3796
,,,,,,,,5111,72023,3452
,,,,,,,,5112,66252,3163
,,,,,,,,5113,61991,2942
,,,,,,,,5114,59083,2791
,,,,,,,,5115,57013,2681
,,,,,,,,5116,56371,2645
,,,,,,,,5117,57328,2683
,,,,,,,,5118,59703,2795
,,,,,,,,5119,61761,2919
,,,,,,,,5120,66847,3179
,,,,,,,,5121,72019,3429
,,,,,,,,5122,76957,3666
,,,,,,,,5123,82133,3936
,,,,,,,,5124,87713,4214
,,,,,,,,5125,92715,4469
,,,,,,,,5126,95991,4639
,,,,,,,,5127,98488,4778
,,,,,,,,5128,101433,4952
,,,,,,,,5129,103763,5097
,,,,,,,,5130,103925,5136
,,,,,,,,5131,98236,4829
,,,,,,,,5132,90654,4418
,,,,,,,,5133,85810,4159
,,,,,,,,5134,79083,3811
,,,,,,,,5135,72195,3462
,,,,,,,,5136,66453,3176
,,,,,,,,5137,62293,2958
,,,,,,,,5138,59277,2801
,,,,,,,,5139,57249,2693
,,,,,,,,5140,56756,2664
,,,,,,,,5141,57789,2706
,,,,,,,,5142,60306,2823
,,,,,,,,5143,62298,2945
,,,,,,,,5144,67028,3188
,,,,,,,,5145,71811,3420
,,,,,,,,5146,76470,3644
,,,,,,,,5147,81610,3913
,,,,,,,,5148,87208,4191
,,,,,,,,5149,92162,4443
,,,,,,,,5150,95407,4611
,,,,,,,,5151,97822,4745
,,,,,,,,5152,100594,4910
,,,,,,,,5153,102798,5049
,,,,,,,,5154,102611,5069
,,,,,,,,5155,96786,4756
,,,,,,,,5156,89143,4343
,,,,,,,,5157,84565,4096
,,,,,,,,5158,78264,3770
,,,,,,,,5159,71867,3445
,,,,,,,,5160,66169,3161
,,,,,,,,5161,62002,2944
,,,,,,,,5162,59008,2788
,,,,,,,,5163,57057,2684
,,,,,,,,5164,56440,2649
,,,,,,,,5165,57189,2678
,,,,,,,,5166,59496,2785
,,,,,,,,5167,61400,2902
,,,,,,,,5168,66383,3157
,,,,,,,,5169,71424,3401
,,,,,,,,5170,76126,3628
,,,,,,,,5171,81180,3892
,,,,,,,,5172,86457,4154
,,,,,,,,5173,91175,4395
,,,,,,,,5174,94060,4545
,,,,,,,,5175,96536,4681
,,,,,,,,5176,99307,4844
