region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,Nuclear,Geothermal,MUST_RUN,STOR,FLEX,HYDRO,LDS,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,MinCapTag_6,MinCapTag_7,MinCapTag_8,MinCapTag_9,MinCapTag_10,MinCapTag_11,MinCapTag_12,MinCapTag_13,MinCapTag_14,MinCapTag_15,MinCapTag_16,MinCapTag_17,MinCapTag_18,MinCapTag_19,MinCapTag_20,MinCapTag_21,CapRes_1,CapRes_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,DAC_ID,CAPEX_per_MWh_yr,CAPEX_per_MW_Charge_yr,CAPEX_per_MW_Discharge_yr
TRE,TRE_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,56,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,32770,-1,0,0,0,0,0,2309133,210253,76950,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,74550.75,0.977,30,0.042,0.399994075,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,0,57,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,1,500,0,-1,-1,0,0,0,0,0,2292360,122972,67000,0,0,0,6,0,0,0,106,0,7.16,0,0,west_south_central_naturalgas,0.6,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.9,-40,0.64,0.64,6,6,0,0,0,0,0,0,0,0.938,30,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,58,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,1,500,0,-1,-1,0,0,0,0,0,919930,45182,28000,0,0,0,2,0,0,0,106,2,6.36,0,0,west_south_central_naturalgas,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0.889,30,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,59,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,1,100,0,-1,-1,0,0,0,0,0,792572,38612,21000,0,0,0,5,0,0,0,137,3.5,9.72,0,0,west_south_central_naturalgas,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.882,30,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_battery_moderate_0,Battery_*_Moderate,0,60,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,134030,10847,6303,96327.982,7795,4530,0.15,0.15,0,0,0,0,0,0,0,None,0,0,0.92,0.92,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,0,61,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,1,2000,0,-1,-1,0,0,0,0,0,5031766,216993,145960,0,0,0,2.84,0,0,0,285,0,10.44,0,0,west_south_central_uranium,0.5,0,1,1,0,0,0,0.041666667,0.083333333,0,0,0,0,0,0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0.944,40,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_geothermal_hydroflash_moderate_0,Geothermal_HydroFlash_Moderate,0,62,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,-1,500,0,-1,-1,0,0,0,0,0,5832709,301476,101061,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.936,30,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_0,LandbasedWind_Class3_Moderate_,0,63,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,114224.5,-1,0,0,0,0,0,1052987,67845,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17003.988,0.933,30,0.031,0.450876713,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate_,1,64,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,66721.6,-1,0,0,0,0,0,1052987,69250,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18408.819,0.933,30,0.031,0.503573895,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate_,2,65,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,31743.7,-1,0,0,0,0,0,1052987,66531,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15689.894,0.933,30,0.031,0.397526294,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate_,3,66,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,25624.2,-1,0,0,0,0,0,1052987,72408,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21566.02,0.933,30,0.031,0.314713091,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate_,4,67,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,26385,-1,0,0,0,0,0,1052987,71215,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20373.432,0.933,30,0.031,0.355349928,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate_,5,68,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,6955.9,-1,0,0,0,0,0,1052987,75678,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24836.47,0.933,30,0.031,0.38767454,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate_,6,69,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,63042.6,-1,0,0,0,0,0,1052987,217590,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166748.806,0.933,30,0.031,0.490944833,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_7,LandbasedWind_Class3_Moderate_,7,70,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,7656.9,-1,0,0,0,0,0,1052987,77036,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26194.5,0.933,30,0.031,0.270671755,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_8,LandbasedWind_Class3_Moderate_,8,71,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,28056.1,-1,0,0,0,0,0,1052987,213964,39485,0,0,0,-9.7,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163122.46,0.933,30,0.031,0.43889001,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,72,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,176497.7,-1,0,0,0,0,0,844746,53581,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14350.05,0.968,30,0.025,0.293134123,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,73,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,234505,-1,0,0,0,0,0,844746,49024,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9793.647,0.968,30,0.025,0.286578983,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2,74,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,161116.8,-1,0,0,0,0,0,844746,49503,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10272.02,0.968,30,0.025,0.281122625,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,75,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,208533,-1,0,0,0,0,0,844746,55675,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16444.038,0.968,30,0.025,0.278048277,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,76,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,216171.3,-1,0,0,0,0,0,844746,60735,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21504.709,0.968,30,0.025,0.2936019,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,77,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,147305,-1,0,0,0,0,0,844746,58050,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18819.68,0.968,30,0.025,0.286810666,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,78,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,187795.6,-1,0,0,0,0,0,844746,66535,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27304.25,0.968,30,0.025,0.293130219,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,79,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,285906.9,-1,0,0,0,0,0,844746,61593,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22362.01,0.968,30,0.025,0.273926228,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,80,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,98338,-1,0,0,0,0,0,844746,64947,16373,0,0,0,-9.25,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25716.646,0.968,30,0.025,0.281396449,0,0,0,0,0,0,0,0,0,0,0,0
TRE,TRE_trans_light_duty_1,trans_light_duty,1,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,12178.9,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25749192,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_trans_light_duty_1,trans_light_duty,1,82,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,661.2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.257491916,0,0,0,0,0,0,0,0,0,0,0,0
TRE,TRE_comm_water_heat_1,comm_water_heat,1,83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,151.8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.485449044,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_comm_water_heat_1,comm_water_heat,1,84,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,8.2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.485449212,0,0,0,0,0,0,0,0,0,0,0,0
TRE,TRE_res_water_heat_1,res_water_heat,1,85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,661.8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.349040787,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_res_water_heat_1,res_water_heat,1,86,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,35.9,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.349040713,0,0,0,0,0,0,0,0,0,0,0,0
TRE,TRE_comm_space_heat_cool_1,comm_space_heat_cool,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,3437.3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.125779788,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_comm_space_heat_cool_1,comm_space_heat_cool,1,88,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,186.6,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1257794,0,0,0,0,0,0,0,0,0,0,0,0
TRE,TRE_res_space_heat_cool_1,res_space_heat_cool,1,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,6078.6,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.186756424,0,0,0,0,0,0,0,0,0,0,0,0
TRE_WEST,TRE_WEST_res_space_heat_cool_1,res_space_heat_cool,1,90,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,330,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.186756493,0,0,0,0,0,0,0,0,0,0,0,0
TRE,DAC_TES,TES,1,91,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,1,49.3,0,0,0,0,0,0,0,0,0,0,87.6,0,0,87.6,0.15,0.15,0,0,0,0,10.34,0,0,None,0,0.0021,0.92,0.92,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,537.5,1791,2687
